user_id,days_signup_age,recency_days,frequency_total,session_duration_avg,feature_count_used,device_type,os_type,user_segment,region,dropoff_label
1142,266,36,38,6.75,14,desktop,linux,free,west,0
1143,681,10,37,10.14,8,desktop,mac,free,north,0
1144,621,105,40,12.43,3,desktop,windows,free,north,1
1145,261,99,32,9.69,5,desktop,mac,premium,west,1
1146,367,19,32,22.13,13,desktop,android,free,north,0
1147,401,84,32,10.07,12,mobile,ios,free,south,1
1148,568,43,27,11.83,6,desktop,windows,premium,south,0
1149,512,52,40,9.6,4,desktop,mac,free,north,0
1150,626,101,30,12.93,1,mobile,windows,trial,east,1
1151,288,101,39,17.53,2,mobile,mac,free,west,1
1152,383,22,41,12.46,1,mobile,mac,trial,west,0
1153,331,36,34,11.12,5,mobile,android,free,south,0
1154,666,98,37,7.7,3,desktop,windows,premium,west,1
1155,243,110,44,16.84,1,mobile,ios,free,south,1
1156,440,9,37,11.43,11,tablet,ios,free,west,0
1157,114,100,38,11.25,13,mobile,linux,trial,west,1
1158,625,58,33,2.64,13,desktop,android,free,south,1
1159,298,70,31,11.49,12,desktop,android,free,north,0
1160,268,9,36,10.4,2,desktop,ios,free,west,0
1161,438,81,19,4.7,3,mobile,linux,free,north,1
1162,379,81,34,15.96,12,mobile,windows,premium,east,0
1163,623,79,41,9.86,1,mobile,windows,trial,south,1
1164,401,94,30,19.58,11,desktop,mac,free,south,0
1165,391,113,32,17.66,2,mobile,windows,free,east,1
1166,103,101,44,9.12,1,mobile,android,free,east,1
1167,45,89,35,17.48,11,tablet,windows,premium,east,0
1168,308,117,33,18.44,11,desktop,windows,free,south,1
1169,728,80,31,9.76,2,mobile,ios,free,east,1
1170,672,80,43,7.87,1,mobile,windows,free,east,1
1171,470,65,31,3.38,13,desktop,mac,trial,east,0
1172,471,92,28,13.52,4,desktop,windows,trial,east,1
1173,304,8,33,8.11,14,desktop,ios,trial,north,0
1174,154,60,30,13.64,8,mobile,linux,premium,north,0
1175,35,51,38,9.73,14,tablet,ios,trial,north,0
1176,267,109,39,8.88,13,mobile,android,premium,east,1
1177,251,8,38,9.75,9,mobile,mac,free,west,0
1178,164,77,34,6.8,2,mobile,windows,free,north,1
1179,211,22,41,9.75,13,mobile,mac,free,north,0
1180,47,106,35,9.05,5,mobile,android,trial,south,1
1181,455,102,39,11.94,4,mobile,windows,free,west,1
1182,679,28,31,12.42,9,mobile,linux,free,south,0
1183,513,104,36,7.72,6,mobile,ios,trial,east,1
1184,343,59,44,16.4,11,tablet,windows,free,west,0
1185,324,116,30,11.36,4,desktop,linux,trial,east,1
1186,245,87,39,18.01,13,desktop,mac,trial,south,0
1187,129,4,33,12.96,2,desktop,ios,premium,north,0
1188,448,24,40,12.28,7,desktop,linux,trial,west,0
1189,426,48,33,10.04,14,mobile,mac,free,east,0
1190,35,25,34,14.46,12,tablet,linux,free,south,0
1191,320,15,34,12.13,12,mobile,linux,free,east,0
1192,224,117,33,15.43,9,mobile,android,free,north,1
1193,149,104,33,18.42,8,desktop,ios,trial,east,1
1194,522,52,48,9.09,3,mobile,windows,free,south,1
1195,398,25,30,14.45,5,mobile,linux,trial,north,0
1196,473,21,36,14.34,9,desktop,mac,trial,north,0
1197,529,109,35,13.83,5,mobile,mac,trial,north,1
1198,717,39,37,10.27,5,mobile,linux,trial,west,0
1199,591,1,36,10.35,10,tablet,mac,free,north,0
1200,464,47,45,9.66,10,desktop,ios,free,south,0
1201,645,54,37,9.59,7,desktop,mac,free,north,0
1202,364,74,34,8.64,4,mobile,mac,premium,east,1
1203,719,40,35,11.58,3,desktop,linux,premium,south,0
1204,563,110,32,8.97,4,desktop,windows,premium,west,1
1205,485,77,28,13.74,5,desktop,ios,free,north,1
1206,662,118,39,12.23,14,mobile,windows,premium,south,1
1207,390,44,37,12.68,5,desktop,linux,premium,south,0
1208,534,78,36,10.91,13,mobile,ios,free,south,1
1209,229,43,32,12.28,8,tablet,ios,free,south,0
1210,704,83,36,11.01,7,desktop,ios,premium,south,1
1211,466,89,41,15.12,4,desktop,windows,free,west,1
1212,577,38,39,10.23,11,mobile,mac,premium,east,0
1213,352,112,41,13.5,12,mobile,ios,free,south,1
1214,636,102,32,6.77,14,mobile,android,free,west,1
1215,81,107,36,14.85,12,desktop,windows,free,north,0
1216,109,26,38,9.76,2,desktop,ios,free,east,1
1217,384,86,35,8.35,13,mobile,mac,trial,east,1
1218,542,12,27,7.44,9,mobile,ios,free,north,0
1219,596,12,34,7.13,8,mobile,ios,free,east,0
1220,338,116,30,10.07,4,mobile,mac,premium,east,1
1221,484,18,35,17.99,8,mobile,windows,free,east,0
1222,417,103,33,9.43,12,mobile,linux,free,east,1
1223,703,51,35,3.16,9,mobile,ios,premium,west,0
1224,487,36,36,13.46,2,desktop,windows,premium,south,0
1225,321,8,51,7.54,11,mobile,windows,premium,north,0
1226,708,81,39,15.26,12,mobile,android,free,south,0
1227,105,86,37,10.32,10,desktop,linux,free,west,1
1228,719,56,43,10.9,3,mobile,mac,trial,south,0
1229,137,97,33,16.79,5,mobile,android,premium,west,1
1230,231,38,27,14.47,7,mobile,ios,trial,west,0
1231,605,66,43,7.01,13,mobile,linux,free,north,1
1232,543,34,32,7.6,12,desktop,android,trial,east,0
1233,709,69,30,4.87,2,mobile,android,trial,west,1
1234,554,16,46,22.41,1,tablet,windows,premium,east,0
1235,475,57,33,8.55,1,mobile,android,free,south,1
1236,272,65,30,16.68,13,desktop,android,free,west,0
1237,33,66,30,9.87,13,tablet,linux,free,north,0
1238,116,53,44,7.68,4,mobile,android,premium,west,0
1239,238,77,33,12.09,13,desktop,ios,premium,north,0
1240,58,61,51,10.69,8,mobile,android,free,north,0
1241,385,33,43,15.21,5,mobile,android,free,east,0
1242,574,25,49,15.26,11,desktop,windows,trial,north,0
1243,704,77,25,9.64,1,mobile,android,free,east,1
1244,372,112,30,6.24,2,desktop,mac,trial,south,1
1245,642,90,38,7.21,4,desktop,mac,free,east,1
1246,719,76,29,2.87,9,desktop,linux,premium,west,1
1247,631,110,39,10.9,12,desktop,ios,free,west,1
1248,355,107,43,11.95,8,desktop,windows,premium,north,1
1249,257,60,36,7.43,7,mobile,android,free,west,1
1250,714,13,38,6.95,9,desktop,android,free,west,0
1251,199,76,28,11.94,1,mobile,ios,free,east,1
1252,318,74,42,9.47,10,mobile,mac,free,north,0
1253,81,33,38,11.15,12,mobile,ios,free,east,0
1254,585,101,43,10.53,6,mobile,ios,trial,east,1
1255,484,104,41,12.99,10,mobile,ios,free,north,1
1256,89,39,34,9.74,5,desktop,android,premium,west,0
1257,185,57,33,10.05,14,desktop,windows,free,east,0
1258,418,23,26,4.47,3,tablet,ios,free,north,0
1259,408,21,38,11.8,2,desktop,linux,free,east,0
1260,591,31,28,12.35,14,desktop,ios,trial,west,0
1261,216,43,34,11.29,8,tablet,android,free,west,0
1262,677,32,44,19.65,6,desktop,android,free,west,0
1263,341,18,38,12.65,12,mobile,windows,free,west,0
1264,605,53,49,11.37,4,mobile,linux,free,north,1
1265,196,74,32,14.0,5,mobile,mac,free,north,1
1266,55,39,25,20.45,1,mobile,ios,free,north,0
1267,68,64,30,13.01,8,desktop,android,trial,west,0
1268,290,32,35,3.11,11,mobile,ios,free,west,0
1269,697,84,32,13.73,14,desktop,windows,free,north,0
1270,64,77,39,8.48,8,mobile,ios,trial,west,1
1271,288,115,28,4.31,2,tablet,android,free,north,1
1272,106,6,27,18.79,3,mobile,android,free,south,0
1273,682,102,26,17.93,4,mobile,ios,trial,east,1
1274,502,40,27,8.38,13,tablet,ios,free,north,0
1275,563,7,30,8.41,9,mobile,ios,trial,south,0
1276,529,82,29,12.64,14,desktop,ios,trial,south,0
1277,489,20,44,8.46,12,mobile,ios,premium,south,0
1278,571,21,29,11.46,13,desktop,linux,free,south,0
1279,35,117,29,9.15,4,desktop,linux,trial,south,1
1280,635,26,41,10.4,8,desktop,linux,free,east,0
1281,547,65,39,6.38,1,mobile,android,trial,north,1
1282,547,24,24,15.31,6,desktop,android,free,east,0
1283,305,14,36,16.82,5,mobile,windows,free,north,0
1284,590,0,34,11.6,3,desktop,ios,free,east,0
1285,297,1,45,11.86,1,desktop,ios,free,north,0
1286,64,56,30,14.52,6,mobile,mac,free,west,0
1287,665,52,37,12.01,1,desktop,windows,premium,south,0
1288,194,4,24,18.92,9,mobile,linux,trial,north,0
1289,101,41,47,6.73,4,mobile,windows,trial,north,0
1290,465,32,30,15.44,4,desktop,ios,trial,south,0
1291,193,68,33,11.54,2,desktop,linux,free,west,1
1292,630,119,38,7.52,7,desktop,linux,free,south,1
1293,340,82,38,20.99,3,tablet,mac,trial,south,0
1294,33,110,28,21.54,9,mobile,ios,trial,west,1
1295,696,23,39,11.17,14,tablet,linux,trial,north,0
1296,390,25,38,13.78,11,desktop,ios,free,east,0
1297,214,90,27,10.12,2,mobile,mac,free,south,1
1298,504,37,35,10.76,2,desktop,windows,trial,west,0
1299,401,101,41,7.47,13,mobile,android,free,east,1
1300,50,55,37,6.88,13,tablet,ios,free,south,1
1301,561,24,32,19.38,6,mobile,windows,free,south,0
1302,310,101,28,11.84,7,mobile,mac,free,west,1
1303,519,66,43,12.2,6,desktop,android,trial,south,0
1304,656,96,35,8.76,9,mobile,android,free,east,1
1305,457,54,33,12.76,3,mobile,windows,trial,west,0
1306,500,15,24,5.98,14,mobile,mac,trial,north,0
1307,208,81,26,8.91,6,desktop,linux,free,west,1
1308,196,14,31,7.2,3,mobile,mac,trial,west,0
1309,320,79,38,17.17,5,mobile,linux,free,east,1
1310,626,50,39,5.39,13,mobile,linux,free,north,0
1311,396,94,34,7.28,5,tablet,linux,free,north,1
1312,273,104,39,3.81,12,tablet,android,trial,west,1
1313,575,48,41,8.44,11,tablet,mac,free,south,1
1314,627,105,35,10.16,14,mobile,mac,free,east,1
1315,661,13,41,15.91,3,mobile,android,premium,north,0
1316,239,12,30,11.11,6,desktop,ios,premium,east,0
1317,526,119,30,10.36,12,mobile,linux,premium,north,1
1318,443,68,34,13.2,2,mobile,windows,free,east,1
1319,344,54,30,10.23,1,tablet,linux,trial,west,0
1320,307,18,34,21.64,1,mobile,mac,trial,west,0
1321,110,34,30,9.64,2,mobile,mac,free,west,0
1322,222,82,35,13.65,12,mobile,mac,free,east,1
1323,414,98,36,15.31,5,mobile,mac,free,east,1
1324,650,109,36,9.52,2,tablet,windows,premium,north,1
1325,636,48,23,12.66,10,mobile,mac,trial,east,0
1326,161,54,36,10.0,5,mobile,linux,free,west,1
1327,505,19,22,13.1,2,mobile,windows,free,north,0
1328,89,9,32,12.4,14,mobile,ios,premium,south,0
1329,502,52,50,11.44,9,desktop,linux,trial,west,0
1330,269,69,23,7.38,7,desktop,ios,premium,south,1
1331,344,12,27,19.45,13,desktop,android,free,east,0
1332,532,49,33,14.35,4,mobile,android,premium,west,0
1333,327,76,25,5.65,9,mobile,android,free,west,1
1334,595,97,35,10.32,11,mobile,mac,free,north,1
1335,403,112,42,5.72,1,tablet,linux,premium,south,1
1336,729,40,34,15.05,4,desktop,ios,free,north,0
1337,476,47,42,11.91,2,mobile,windows,free,west,1
1338,237,104,28,12.02,8,desktop,ios,free,west,1
1339,572,83,35,8.63,10,desktop,mac,trial,west,1
1340,315,32,39,10.74,3,desktop,android,free,north,0
1341,403,82,40,15.15,2,desktop,windows,free,east,1
1342,125,18,33,16.22,7,tablet,android,free,east,0
1343,113,53,36,15.39,6,mobile,windows,premium,east,0
1344,432,36,26,5.79,2,mobile,mac,premium,north,0
1345,160,119,32,11.26,10,tablet,linux,premium,north,1
1346,728,4,38,13.01,11,desktop,windows,premium,south,0
1347,628,102,32,9.06,6,desktop,mac,trial,south,1
1348,520,33,35,5.36,6,mobile,windows,free,west,0
1349,544,4,28,6.85,3,mobile,windows,free,north,0
1350,446,79,38,18.0,5,tablet,ios,trial,west,0
1351,72,81,33,7.23,8,mobile,android,free,north,1
1352,304,17,26,12.19,14,desktop,mac,free,east,0
1353,377,4,30,11.37,3,mobile,windows,free,east,0
1354,670,13,35,11.38,12,tablet,ios,premium,south,0
1355,183,49,37,10.72,8,mobile,mac,free,north,0
1356,377,15,32,15.16,8,tablet,android,free,north,0
1357,270,84,38,12.14,5,mobile,windows,trial,south,1
1358,124,9,39,9.5,14,tablet,android,trial,south,0
1359,102,94,34,12.21,1,mobile,linux,free,north,1
1360,285,104,22,6.89,3,desktop,ios,trial,west,1
1361,87,86,20,13.9,5,desktop,android,free,west,1
1362,77,113,34,9.28,9,mobile,windows,free,west,1
1363,275,112,35,9.51,6,mobile,mac,trial,west,1
1364,171,5,29,14.05,14,desktop,linux,premium,south,0
1365,418,41,41,10.37,3,desktop,linux,trial,west,0
1366,42,91,43,10.6,8,mobile,mac,free,north,1
1367,241,40,37,16.67,7,mobile,ios,free,east,0
1368,347,88,37,8.11,5,desktop,ios,free,east,1
1369,704,92,28,13.99,1,desktop,android,free,south,1
1370,474,119,23,15.8,12,desktop,mac,free,west,1
1371,646,39,44,16.67,3,mobile,mac,free,south,0
1372,270,41,37,20.71,2,mobile,android,free,east,1
1373,344,2,38,9.43,8,mobile,mac,free,south,0
1374,324,34,34,8.53,3,mobile,android,free,east,0
1375,651,33,32,15.27,9,tablet,windows,free,south,0
1376,701,54,27,15.76,11,mobile,mac,free,east,0
1377,703,50,28,8.84,4,mobile,windows,free,east,1
1378,556,102,32,13.94,1,mobile,mac,free,north,1
1379,382,92,39,22.846250000000005,2,mobile,mac,free,south,1
1380,408,87,43,12.42,1,desktop,android,free,east,1
1381,716,0,42,15.69,7,desktop,linux,free,north,0
1382,229,56,40,18.31,6,desktop,linux,premium,north,0
1383,272,87,28,22.01,11,mobile,ios,free,east,0
1384,657,29,37,12.98,6,desktop,android,trial,north,0
1385,300,50,38,17.01,10,tablet,mac,trial,east,0
1386,194,87,35,8.85,7,tablet,windows,free,north,1
1387,422,95,28,12.1,6,mobile,ios,free,west,1
1388,257,102,41,10.21,11,mobile,mac,free,east,1
1389,653,51,40,4.46,8,tablet,windows,free,east,0
1390,666,47,39,5.59,8,desktop,linux,free,west,0
1391,244,45,38,13.72,7,mobile,mac,free,east,0
1392,400,80,25,13.8,10,desktop,windows,free,north,0
1393,718,50,42,7.83,5,desktop,android,free,west,1
1394,549,48,27,18.23,1,desktop,ios,free,south,0
1395,180,20,39,7.56,6,mobile,mac,premium,east,0
1396,443,57,35,13.03,5,desktop,mac,free,west,0
1397,463,28,32,10.34,13,desktop,windows,free,south,0
1398,487,62,32,12.43,14,mobile,android,trial,west,0
1399,47,106,31,15.59,4,desktop,android,premium,west,1
1400,239,93,31,15.03,6,mobile,mac,free,south,1
1401,628,57,40,14.83,7,mobile,linux,free,north,1
1402,198,117,38,14.32,4,desktop,linux,free,east,1
1403,239,117,33,6.91,1,mobile,linux,premium,west,1
1404,255,53,40,16.54,14,mobile,android,trial,north,0
1405,154,91,30,7.76,10,desktop,linux,free,west,1
1406,138,41,44,11.58,6,desktop,mac,trial,west,0
1407,272,105,35,10.59,3,desktop,ios,free,north,1
1408,642,44,38,13.4,7,mobile,ios,free,east,0
1409,31,30,43,10.06,4,desktop,ios,free,east,0
1410,228,16,34,11.37,4,mobile,windows,trial,east,0
1411,72,101,41,18.48,14,mobile,windows,premium,east,0
1412,423,35,33,6.82,10,mobile,linux,free,north,0
1413,205,97,20,11.99,5,mobile,mac,trial,west,1
1414,584,10,22,7.54,3,desktop,mac,trial,south,0
1415,439,60,28,14.7,11,mobile,ios,free,south,0
1416,578,51,37,9.09,9,desktop,linux,trial,north,0
1417,474,52,27,12.15,12,tablet,mac,premium,north,0
1418,336,20,31,6.7,11,mobile,linux,free,north,0
1419,632,8,30,17.17,6,desktop,ios,free,west,0
1420,363,41,26,12.29,10,desktop,windows,trial,west,0
1421,694,56,38,12.55,6,mobile,android,premium,north,0
1422,726,95,36,15.32,2,mobile,linux,free,north,1
1423,442,55,35,6.99,1,desktop,linux,free,south,1
1424,502,29,34,9.54,2,mobile,linux,trial,north,0
1425,208,31,43,12.68,13,desktop,windows,free,north,0
1426,600,73,35,4.95,12,mobile,linux,premium,east,1
1427,500,52,42,5.38,6,mobile,android,free,west,1
1428,661,108,36,8.71,13,desktop,android,free,south,1
1429,216,52,31,7.44,11,mobile,android,trial,east,0
1430,581,68,30,10.62,2,desktop,ios,free,south,1
1431,359,7,33,14.09,4,desktop,android,free,south,0
1432,159,23,42,15.0,6,mobile,windows,free,north,0
1433,149,102,44,19.24,12,desktop,mac,premium,east,0
1434,423,41,40,11.91,10,mobile,linux,free,west,0
1435,253,50,36,12.62,6,desktop,windows,trial,west,0
1436,101,70,26,11.9,12,mobile,mac,premium,west,0
1437,329,6,35,13.28,5,mobile,windows,free,west,0
1438,487,60,40,13.59,13,desktop,ios,free,south,0
1439,253,41,42,15.69,11,tablet,linux,free,west,0
1440,698,17,34,15.67,10,mobile,linux,free,north,0
1441,575,50,33,14.08,2,mobile,windows,free,south,1
1442,388,53,36,18.04,3,desktop,linux,free,east,0
1443,684,22,31,12.11,14,mobile,linux,free,south,0
1444,333,65,36,9.55,11,desktop,linux,trial,west,0
1445,127,89,39,10.21,4,mobile,linux,trial,north,1
1446,55,32,39,11.58,13,mobile,linux,trial,north,0
1447,686,115,42,7.67,5,mobile,windows,free,west,1
1448,701,73,34,9.55,5,mobile,ios,free,south,1
1449,547,92,28,7.44,5,desktop,linux,premium,west,1
1450,102,8,34,13.38,7,desktop,android,trial,north,0
1451,235,92,34,13.42,11,mobile,linux,free,east,0
1452,58,40,32,4.92,3,mobile,windows,free,north,1
1453,65,85,41,9.38,14,mobile,android,trial,south,0
1454,202,96,32,19.3,5,desktop,linux,free,south,1
1455,430,30,38,14.52,14,desktop,android,free,west,0
1456,75,31,35,13.82,13,mobile,android,free,south,0
1457,719,7,32,9.34,8,desktop,mac,free,south,0
1458,348,72,40,13.15,2,desktop,ios,free,south,1
1459,214,92,26,11.94,9,tablet,linux,free,west,1
1460,391,49,34,8.81,11,desktop,mac,free,south,0
1461,583,19,44,10.02,14,mobile,android,premium,east,0
1462,248,37,33,10.11,2,mobile,android,premium,north,0
1463,63,48,33,6.05,11,tablet,ios,free,east,0
1464,65,109,39,6.71,5,mobile,android,free,north,1
1465,626,14,42,11.2,11,mobile,ios,free,north,0
1466,108,41,29,8.61,9,mobile,linux,premium,south,0
1467,474,76,37,10.8,13,desktop,mac,free,north,0
1468,299,28,25,5.58,1,desktop,mac,premium,east,0
1469,574,106,25,15.21,8,desktop,android,trial,north,1
1470,72,109,30,20.32,10,mobile,android,trial,north,0
1471,658,45,42,16.11,6,desktop,android,free,west,0
1472,518,89,32,16.52,5,desktop,windows,trial,east,1
1473,344,90,31,14.5,5,mobile,windows,free,north,1
1474,174,81,40,13.06,11,mobile,android,trial,west,0
1475,713,22,35,12.35,3,tablet,ios,trial,east,0
1476,241,5,41,8.34,14,mobile,android,premium,west,0
1477,373,41,32,14.76,3,mobile,ios,trial,east,0
1478,305,15,38,14.52,6,mobile,windows,premium,west,0
1479,191,35,30,10.15,14,desktop,linux,free,west,0
1480,321,76,35,14.1,1,desktop,ios,free,south,1
1481,136,70,40,9.22,5,desktop,ios,free,north,1
1482,31,25,39,9.48,12,mobile,linux,free,west,0
1483,232,2,33,15.1,5,mobile,linux,free,east,0
1484,108,27,37,13.72,4,mobile,linux,free,west,0
1485,320,54,36,11.07,1,mobile,android,free,north,1
1486,633,93,32,10.61,3,desktop,ios,free,south,1
1487,143,43,34,12.7,3,desktop,android,free,north,1
1488,30,34,36,4.66,13,desktop,windows,trial,south,0
1489,107,66,29,8.97,8,mobile,linux,free,west,1
1490,385,8,32,6.94,4,mobile,ios,premium,north,0
1491,222,27,40,12.05,12,desktop,ios,free,south,0
1492,372,4,31,16.35,9,desktop,ios,free,west,0
1493,50,63,39,13.91,5,mobile,mac,premium,south,0
1494,263,53,34,9.95,4,tablet,ios,premium,east,0
1495,317,69,34,9.17,4,desktop,mac,free,south,1
1496,331,74,34,8.98,10,mobile,ios,free,north,0
1497,415,47,35,20.0,11,desktop,linux,premium,west,0
1498,576,104,33,12.27,10,desktop,ios,premium,west,1
1499,357,110,29,12.8,7,mobile,android,premium,south,1
1500,618,13,37,3.56,8,mobile,ios,free,west,0
1501,400,110,29,7.28,13,mobile,windows,free,south,1
1502,212,23,29,11.82,8,mobile,linux,free,east,0
1503,190,29,31,10.01,9,desktop,android,free,south,0
1504,255,63,39,12.53,4,mobile,android,free,south,1
1505,448,3,41,12.48,7,mobile,mac,free,west,0
1506,199,43,33,14.4,1,desktop,windows,premium,north,0
1507,669,23,29,4.52,7,mobile,mac,free,south,0
1508,365,57,27,7.58,12,desktop,linux,free,west,0
1509,634,97,35,11.6,10,desktop,windows,free,south,1
1510,508,110,34,9.41,13,desktop,ios,premium,west,1
1511,263,25,37,10.76,5,mobile,linux,premium,south,0
1512,189,65,26,12.44,11,mobile,ios,free,east,1
1513,550,56,31,9.02,11,desktop,mac,trial,west,0
1514,261,49,26,12.77,10,mobile,mac,premium,east,0
1515,202,75,37,14.18,12,desktop,mac,trial,west,0
1516,681,118,21,12.26,7,mobile,windows,free,north,1
1517,367,48,34,14.88,5,desktop,android,trial,west,0
1518,63,7,39,3.31,9,mobile,ios,free,east,0
1519,376,109,42,9.66,6,mobile,android,free,west,1
1520,352,111,51,15.57,10,mobile,windows,free,south,1
1521,634,38,41,8.54,13,desktop,linux,free,east,0
1522,528,60,32,8.0,1,mobile,android,trial,west,1
1523,163,103,36,11.49,9,mobile,android,free,south,1
1524,135,60,33,11.93,6,desktop,android,free,south,0
1525,452,57,31,9.86,2,mobile,ios,free,east,1
1526,63,110,31,19.37,4,desktop,windows,trial,north,1
1527,253,99,42,13.15,12,mobile,mac,free,east,1
1528,126,60,37,8.39,6,mobile,android,premium,north,0
1529,44,19,38,6.24,2,mobile,mac,premium,east,0
1530,673,52,50,13.62,11,tablet,windows,trial,west,0
1531,92,81,31,8.29,4,mobile,linux,free,west,1
1532,36,32,34,20.61,6,mobile,mac,free,west,0
1533,683,64,24,13.71,3,mobile,mac,free,south,1
1534,161,79,46,14.24,11,desktop,linux,free,west,0
1535,601,10,37,12.99,13,mobile,mac,free,east,0
1536,51,68,33,16.49,14,desktop,android,premium,south,0
1537,137,88,32,2.42,2,mobile,android,trial,east,1
1538,107,25,30,7.19,13,desktop,linux,free,east,0
1539,524,65,36,16.14,9,desktop,linux,premium,north,0
1540,464,85,37,18.0,12,mobile,android,premium,east,0
1541,362,5,37,7.06,2,tablet,windows,free,east,0
1542,199,77,40,4.73,12,tablet,linux,premium,north,0
1543,92,31,39,12.67,5,mobile,ios,free,north,0
1544,428,47,38,13.94,6,desktop,windows,free,north,0
1545,191,77,38,12.59,13,desktop,windows,trial,west,0
1546,443,0,35,11.76,11,desktop,mac,free,south,0
1547,511,2,28,4.59,8,desktop,linux,trial,south,0
1548,624,53,40,10.5,10,desktop,mac,premium,south,0
1549,375,113,39,11.1,5,mobile,linux,free,east,1
1550,33,0,38,9.81,14,desktop,windows,free,south,0
1551,226,94,37,4.33,1,mobile,android,free,west,1
1552,627,8,29,14.34,9,desktop,linux,free,south,0
1553,403,58,51,15.46,1,mobile,ios,free,west,1
1554,463,51,35,8.82,7,desktop,android,trial,east,0
1555,350,56,37,11.26,8,desktop,mac,premium,east,0
1556,143,9,40,10.01,12,mobile,android,free,west,0
1557,657,90,40,10.05,14,desktop,mac,free,west,0
1558,571,33,38,13.97,11,desktop,android,free,west,0
1559,726,92,34,14.07,14,mobile,windows,free,west,0
1560,628,78,30,16.3,2,mobile,mac,free,south,1
1561,233,66,27,16.22,8,mobile,ios,free,west,0
1562,207,37,36,11.31,9,mobile,linux,free,south,0
1563,203,78,31,22.846250000000005,2,desktop,android,trial,south,0
1564,673,119,35,18.2,9,mobile,ios,free,north,1
1565,419,110,37,9.37,1,desktop,android,free,south,1
1566,348,109,37,12.51,9,mobile,windows,trial,east,1
1567,707,26,34,4.06,4,mobile,linux,trial,west,0
1568,452,70,40,12.11,14,desktop,android,free,north,0
1569,666,47,29,18.69,5,mobile,windows,premium,east,0
1570,719,116,27,22.846250000000005,9,desktop,windows,trial,west,0
1571,85,114,33,11.51,9,mobile,mac,trial,west,1
1572,283,104,30,13.34,13,desktop,ios,trial,south,1
1573,543,19,30,14.42,5,desktop,mac,trial,south,0
1574,599,38,37,19.92,6,desktop,android,premium,east,0
1575,133,85,33,8.07,10,desktop,windows,free,east,1
1576,252,89,32,22.62,1,mobile,linux,free,south,1
1577,413,42,28,10.73,8,desktop,linux,premium,east,0
1578,589,16,38,7.32,6,desktop,linux,free,north,0
1579,109,16,35,10.74,14,desktop,ios,free,south,0
1580,450,82,41,8.76,8,mobile,windows,free,west,1
1581,237,54,22,13.68,11,mobile,windows,free,south,1
1582,181,58,37,5.39,12,mobile,windows,trial,south,0
1583,390,97,32,12.57,3,mobile,android,free,west,1
1584,319,2,41,14.66,9,mobile,linux,free,south,0
1585,474,90,35,17.93,10,mobile,ios,premium,south,1
1586,252,32,37,14.72,7,mobile,android,free,west,0
1587,606,111,32,17.69,3,mobile,ios,premium,west,1
1588,84,114,33,9.58,7,mobile,android,free,south,1
1589,633,60,26,13.58,1,desktop,ios,free,north,1
1590,50,37,34,3.08,14,tablet,android,free,east,0
1591,545,27,31,11.54,2,mobile,ios,trial,north,0
1592,272,21,37,13.55,2,mobile,android,premium,east,0
1593,298,119,33,13.91,2,mobile,ios,free,south,1
1594,43,22,45,5.7,3,desktop,ios,premium,west,0
1595,521,53,41,10.44,3,tablet,mac,free,south,1
1596,145,57,39,11.0,9,mobile,linux,free,west,0
1597,491,81,39,10.28,2,mobile,android,free,north,1
1598,537,101,29,14.9,10,mobile,ios,trial,north,1
1599,621,66,33,11.13,6,mobile,android,free,south,1
1600,525,90,39,12.4,6,mobile,mac,free,east,1
1601,241,68,40,10.04,8,desktop,windows,trial,north,0
1602,547,52,27,16.26,1,mobile,mac,free,east,1
1603,608,18,43,16.56,8,mobile,linux,trial,east,0
1604,252,25,32,10.77,8,desktop,linux,free,north,0
1605,116,51,36,22.846250000000005,11,desktop,windows,free,west,0
1606,653,5,30,8.93,3,mobile,android,free,west,0
1607,133,37,29,16.03,1,desktop,mac,premium,south,0
1608,445,55,28,8.2,1,mobile,android,free,south,1
1609,195,56,35,15.09,14,mobile,ios,free,south,0
1610,118,97,42,14.78,5,mobile,windows,free,east,1
1611,573,116,42,7.95,4,mobile,linux,premium,east,1
1612,130,87,40,11.48,2,mobile,linux,free,south,1
1613,499,9,40,19.47,4,desktop,linux,premium,east,0
1614,515,49,35,8.74,7,desktop,android,free,north,0
1615,72,87,40,13.61,14,mobile,ios,trial,south,0
1616,151,71,30,13.34,11,mobile,linux,free,south,0
1617,586,54,39,11.83,12,mobile,windows,free,south,0
1618,385,52,35,5.08,1,mobile,windows,premium,north,1
1619,114,48,40,15.31,9,desktop,linux,free,north,0
1620,724,69,47,12.05,7,mobile,mac,trial,west,0
1621,215,21,26,16.42,3,desktop,windows,premium,south,0
1622,32,62,24,12.93,7,mobile,mac,free,east,1
1623,676,24,35,12.26,9,desktop,ios,premium,west,0
1624,41,81,34,13.49,1,mobile,mac,free,north,1
1625,417,103,29,8.05,14,mobile,mac,free,south,1
1626,725,60,26,18.23,11,mobile,linux,free,south,0
1627,434,46,47,10.5,13,desktop,linux,trial,east,0
1628,439,112,45,10.55,2,mobile,android,free,west,1
1629,301,79,42,17.17,1,desktop,mac,free,east,1
1630,118,51,28,12.99,14,mobile,linux,trial,east,0
1631,430,3,23,11.05,14,mobile,ios,free,north,0
1632,658,1,41,13.66,9,desktop,ios,free,south,0
1633,93,26,35,14.5,3,mobile,mac,free,east,0
1634,646,28,29,11.53,5,tablet,mac,free,east,0
