user_id,days_signup_age,recency_days,frequency_total,session_duration_avg,feature_count_used,device_type,os_type,user_segment,region,dropoff_label,activity_per_day,recency_ratio,feature_use_ratio,engagement_depth_score,dropoff_risk_proxy,device_risk_weight,segment_risk_weight,weighted_risk_proxy
1857.0,292.0,38.0,35.0,9.23,14.0,mobile,linux,trial,north,0,0.11945392491467577,0.1296928327645051,0.3888888888888889,129.22,5.681,1.0,0.8,4.5448
1858.0,438.0,85.0,26.0,10.86,12.0,mobile,windows,trial,west,0,0.05922551252847381,0.19362186788154898,0.4444444444444444,130.32,36.44199999999999,1.0,0.8,29.153599999999997
1859.0,396.0,43.0,33.0,9.01,2.0,desktop,mac,trial,west,0,0.08312342569269521,0.10831234256926953,0.058823529411764705,18.02,14.047,0.6,0.8,11.2376
1860.0,544.0,34.0,47.0,16.59,8.0,desktop,mac,free,north,0,0.08623853211009175,0.062385321100917435,0.16666666666666666,132.72,0.472999999999999,0.6,1.0,0.472999999999999
1861.0,547.0,63.0,38.0,8.56,5.0,desktop,mac,trial,west,1,0.06934306569343066,0.11496350364963503,0.1282051282051282,42.800000000000004,23.731999999999996,0.6,0.8,18.985599999999998
1862.0,237.0,90.0,39.0,6.37,10.0,mobile,windows,free,west,1,0.1638655462184874,0.37815126050420167,0.25,63.7,38.339,1.0,1.0,38.339
1863.0,623.0,103.0,38.0,6.21,8.0,tablet,ios,premium,south,1,0.060897435897435896,0.16506410256410256,0.20512820512820512,49.68,47.236999999999995,0.8,0.3,14.171099999999997
1864.0,289.0,75.0,29.0,14.77,5.0,desktop,ios,free,east,0,0.1,0.25862068965517243,0.16666666666666666,73.85,31.319000000000003,0.6,1.0,31.319000000000003
1865.0,614.0,79.0,33.0,15.06,6.0,mobile,ios,free,north,1,0.05365853658536585,0.12845528455284552,0.17647058823529413,90.36,32.232,1.0,1.0,32.232
1866.0,313.0,94.0,31.0,16.99,14.0,mobile,android,trial,east,0,0.09872611464968153,0.29936305732484075,0.4375,237.85999999999999,37.952999999999996,1.0,0.8,30.362399999999997
1867.0,107.0,32.0,42.0,6.96,6.0,tablet,linux,free,south,0,0.3888888888888889,0.2962962962962963,0.13953488372093023,41.76,4.211999999999999,0.8,1.0,4.211999999999999
1868.0,562.0,30.0,32.0,11.08,4.0,tablet,ios,free,south,0,0.056838365896980464,0.05328596802841918,0.12121212121212122,44.32,5.0760000000000005,0.8,1.0,5.0760000000000005
1869.0,51.0,58.0,25.0,21.71,2.0,mobile,windows,free,west,0,0.4807692307692308,1.1153846153846154,0.07692307692307693,43.42,21.237,1.0,1.0,21.237
1870.0,570.0,75.0,34.0,10.79,3.0,desktop,android,premium,west,1,0.0595446584938704,0.13134851138353765,0.08571428571428572,32.37,32.062999999999995,0.6,0.3,9.618899999999998
1871.0,60.0,77.0,42.0,9.75,1.0,tablet,windows,free,south,1,0.6885245901639344,1.2622950819672132,0.023255813953488372,9.75,32.375,0.8,1.0,32.375
1872.0,174.0,18.0,25.0,11.92,1.0,mobile,android,free,north,0,0.14285714285714285,0.10285714285714286,0.038461538461538464,11.92,0.5739999999999988,1.0,1.0,0.5739999999999988
1873.0,452.0,93.0,36.0,14.12,8.0,mobile,mac,free,east,0,0.07947019867549669,0.2052980132450331,0.21621621621621623,112.96,39.364,1.0,1.0,39.364
1874.0,689.0,43.0,37.0,14.05,8.0,desktop,linux,free,west,0,0.0536231884057971,0.06231884057971015,0.21052631578947367,112.4,9.135000000000002,0.6,1.0,9.135000000000002
1875.0,315.0,105.0,46.0,9.54,12.0,mobile,linux,free,west,1,0.14556962025316456,0.3322784810126582,0.2553191489361702,114.47999999999999,43.837999999999994,1.0,1.0,43.837999999999994
1876.0,114.0,86.0,25.0,9.66,9.0,desktop,android,free,south,1,0.21739130434782608,0.7478260869565218,0.34615384615384615,86.94,38.852,0.6,1.0,38.852
1877.0,193.0,117.0,37.0,10.81,3.0,mobile,ios,free,east,1,0.19072164948453607,0.6030927835051546,0.07894736842105263,32.43,56.507,1.0,1.0,56.507
1878.0,657.0,75.0,31.0,9.08,10.0,mobile,ios,trial,north,1,0.04711246200607903,0.11398176291793313,0.3125,90.8,30.526000000000003,1.0,0.8,24.420800000000003
1879.0,538.0,63.0,32.0,7.06,7.0,mobile,android,free,south,1,0.059369202226345084,0.11688311688311688,0.21212121212121213,49.419999999999995,24.881999999999998,1.0,1.0,24.881999999999998
1880.0,100.0,22.0,34.0,19.23,3.0,desktop,linux,premium,east,0,0.33663366336633666,0.21782178217821782,0.08571428571428572,57.69,-2.269000000000001,0.6,0.3,-0.6807000000000003
1881.0,299.0,47.0,37.0,10.37,10.0,mobile,ios,free,west,0,0.12333333333333334,0.15666666666666668,0.2631578947368421,103.69999999999999,11.838999999999999,1.0,1.0,11.838999999999999
1882.0,215.0,103.0,37.0,10.6,10.0,mobile,mac,free,south,1,0.1712962962962963,0.47685185185185186,0.2631578947368421,106.0,45.37,1.0,1.0,45.37
1883.0,154.0,45.0,34.0,10.72,6.0,mobile,mac,free,west,0,0.21935483870967742,0.2903225806451613,0.17142857142857143,64.32000000000001,12.883999999999999,1.0,1.0,12.883999999999999
1884.0,622.0,6.0,31.0,11.68,3.0,mobile,android,trial,south,0,0.04975922953451043,0.009630818619582664,0.09375,35.04,-8.854,1.0,0.8,-7.0832
1885.0,462.0,29.0,28.0,13.74,1.0,desktop,linux,free,east,0,0.06047516198704104,0.06263498920086392,0.034482758620689655,13.74,5.877999999999998,0.6,1.0,5.877999999999998
1886.0,155.0,71.0,37.0,10.14,11.0,mobile,windows,free,east,0,0.23717948717948717,0.4551282051282051,0.2894736842105263,111.54,25.908,1.0,1.0,25.908
1887.0,485.0,75.0,37.0,16.56,3.0,mobile,android,free,east,1,0.07613168724279835,0.15432098765432098,0.07894736842105263,49.67999999999999,29.582,1.0,1.0,29.582
1888.0,319.0,118.0,23.0,14.39,4.0,mobile,android,free,south,1,0.071875,0.36875,0.16666666666666666,57.56,59.132999999999996,1.0,1.0,59.132999999999996
1889.0,73.0,112.0,35.0,11.24,10.0,mobile,linux,free,east,1,0.47297297297297297,1.5135135135135136,0.2777777777777778,112.4,51.078,1.0,1.0,51.078
1890.0,344.0,63.0,37.0,9.34,6.0,mobile,ios,free,north,1,0.1072463768115942,0.1826086956521739,0.15789473684210525,56.04,23.348,1.0,1.0,23.348
1891.0,159.0,66.0,40.0,16.34,12.0,desktop,mac,trial,west,0,0.25,0.4125,0.2926829268292683,196.07999999999998,19.898,0.6,0.8,15.9184
1892.0,201.0,96.0,37.0,11.35,6.0,desktop,windows,free,east,1,0.18316831683168316,0.4752475247524752,0.15789473684210525,68.1,42.544999999999995,0.6,1.0,42.544999999999995
1893.0,645.0,5.0,49.0,7.03,13.0,mobile,windows,free,south,0,0.07585139318885449,0.007739938080495356,0.26,91.39,-16.559,1.0,1.0,-16.559
1894.0,527.0,71.0,38.0,16.08,6.0,mobile,windows,premium,south,0,0.07196969696969698,0.13446969696969696,0.15384615384615385,96.47999999999999,25.876000000000005,1.0,0.3,7.762800000000001
1895.0,123.0,56.0,45.0,9.09,2.0,mobile,android,trial,north,1,0.3629032258064516,0.45161290322580644,0.043478260869565216,18.18,18.823,1.0,0.8,15.0584
1896.0,625.0,93.0,29.0,15.47,11.0,desktop,ios,premium,north,1,0.0463258785942492,0.1485623003194888,0.36666666666666664,170.17000000000002,39.509,0.6,0.3,11.8527
1897.0,432.0,96.0,37.0,1.94,10.0,mobile,ios,free,south,1,0.08545034642032333,0.22170900692840648,0.2631578947368421,19.4,43.767999999999994,1.0,1.0,43.767999999999994
1898.0,642.0,78.0,32.0,10.53,14.0,desktop,ios,free,north,0,0.049766718506998445,0.12130637636080871,0.42424242424242425,147.42,30.040999999999997,0.6,1.0,30.040999999999997
1899.0,552.0,78.0,38.0,16.64,2.0,tablet,android,free,east,1,0.06871609403254973,0.1410488245931284,0.05128205128205128,33.28,31.508,0.8,1.0,31.508
1900.0,267.0,82.0,27.0,12.02,8.0,mobile,android,premium,south,1,0.10074626865671642,0.30597014925373134,0.2857142857142857,96.16,35.64399999999999,1.0,0.3,10.693199999999997
1901.0,404.0,69.0,28.0,14.39,10.0,mobile,linux,premium,north,0,0.0691358024691358,0.17037037037037037,0.3448275862068966,143.9,26.083,1.0,0.3,7.8248999999999995
1902.0,401.0,27.0,36.0,8.39,6.0,desktop,mac,free,east,0,0.08955223880597014,0.06716417910447761,0.16216216216216217,50.34,2.2829999999999995,0.6,1.0,2.2829999999999995
1903.0,533.0,34.0,39.0,13.39,4.0,tablet,android,free,east,0,0.07303370786516854,0.06367041198501873,0.1,53.56,5.032999999999998,0.8,1.0,5.032999999999998
1904.0,203.0,89.0,40.0,12.02,5.0,mobile,mac,free,south,1,0.19607843137254902,0.4362745098039216,0.12195121951219512,60.099999999999994,37.794,1.0,1.0,37.794
1905.0,263.0,74.0,47.0,12.97,1.0,desktop,mac,premium,east,1,0.17803030303030304,0.2803030303030303,0.020833333333333332,12.97,28.359,0.6,0.3,8.5077
1906.0,201.0,28.0,35.0,20.16,9.0,desktop,windows,free,west,0,0.17326732673267325,0.13861386138613863,0.25,181.44,-1.5979999999999994,0.6,1.0,-1.5979999999999994
1907.0,237.0,105.0,31.0,17.22,11.0,mobile,ios,trial,east,1,0.13025210084033614,0.4411764705882353,0.34375,189.42,45.684000000000005,1.0,0.8,36.547200000000004
1908.0,142.0,117.0,32.0,15.17,7.0,desktop,android,trial,south,1,0.22377622377622378,0.8181818181818182,0.21212121212121213,106.19,54.849000000000004,0.6,0.8,43.879200000000004
1909.0,55.0,75.0,49.0,15.22,1.0,mobile,mac,free,east,1,0.875,1.3392857142857142,0.02,15.22,27.784000000000002,1.0,1.0,27.784000000000002
1910.0,688.0,27.0,26.0,8.36,11.0,tablet,ios,trial,west,0,0.03773584905660377,0.03918722786647315,0.4074074074074074,91.96,2.792,0.8,0.8,2.2336
1911.0,82.0,112.0,35.0,10.12,13.0,mobile,windows,free,east,1,0.42168674698795183,1.3493975903614457,0.3611111111111111,131.56,50.214,1.0,1.0,50.214
1912.0,651.0,28.0,36.0,5.87,9.0,mobile,linux,premium,south,0,0.05521472392638037,0.04294478527607362,0.24324324324324326,52.83,2.4390000000000005,1.0,0.3,0.7317000000000001
1913.0,32.0,51.0,32.0,6.92,2.0,desktop,windows,free,north,0,0.9696969696969697,1.5454545454545454,0.06060606060606061,13.84,19.723999999999997,0.6,1.0,19.723999999999997
1914.0,574.0,103.0,33.0,8.45,6.0,mobile,android,free,east,1,0.057391304347826085,0.1791304347826087,0.17647058823529413,50.699999999999996,48.615,1.0,1.0,48.615
1915.0,259.0,62.0,27.0,11.88,8.0,mobile,mac,free,west,0,0.10384615384615385,0.23846153846153847,0.2857142857142857,95.04,23.685999999999996,1.0,1.0,23.685999999999996
1916.0,392.0,29.0,29.0,7.1,14.0,mobile,windows,free,east,0,0.0737913486005089,0.0737913486005089,0.4666666666666667,99.39999999999999,2.419999999999999,1.0,1.0,2.419999999999999
1917.0,227.0,9.0,27.0,11.84,7.0,desktop,windows,trial,east,0,0.11842105263157894,0.039473684210526314,0.25,82.88,-7.702000000000002,0.6,0.8,-6.161600000000002
1918.0,373.0,43.0,26.0,11.38,1.0,mobile,mac,trial,north,0,0.06951871657754011,0.11497326203208556,0.037037037037037035,11.38,15.486,1.0,0.8,12.388800000000002
1919.0,346.0,80.0,31.0,7.46,10.0,desktop,ios,premium,west,1,0.0893371757925072,0.23054755043227665,0.3125,74.6,34.012,0.6,0.3,10.2036
1920.0,400.0,85.0,29.0,18.1,10.0,desktop,ios,free,south,1,0.07231920199501247,0.2119700748129676,0.3333333333333333,181.0,34.32,0.6,1.0,34.32
1921.0,305.0,26.0,48.0,6.7,4.0,mobile,linux,free,west,0,0.1568627450980392,0.08496732026143791,0.08163265306122448,26.8,-0.010000000000000231,1.0,1.0,-0.010000000000000231
1922.0,405.0,19.0,49.0,16.47,6.0,desktop,ios,free,east,0,0.1206896551724138,0.046798029556650245,0.12,98.82,-8.190999999999999,0.6,1.0,-8.190999999999999
1923.0,607.0,84.0,36.0,2.98,1.0,mobile,android,free,east,1,0.05921052631578947,0.13815789473684212,0.02702702702702703,2.98,40.106,1.0,1.0,40.106
1924.0,334.0,19.0,29.0,11.43,2.0,mobile,ios,free,south,0,0.08656716417910448,0.056716417910447764,0.06666666666666667,22.86,-0.07899999999999952,1.0,1.0,-0.07899999999999952
1925.0,282.0,7.0,24.0,7.21,5.0,mobile,linux,free,south,0,0.08480565371024736,0.024734982332155476,0.2,36.05,-5.962999999999999,1.0,1.0,-5.962999999999999
1926.0,122.0,58.0,33.0,9.38,2.0,mobile,android,free,south,1,0.2682926829268293,0.4715447154471545,0.058823529411764705,18.76,22.935999999999996,1.0,1.0,22.935999999999996
1927.0,281.0,68.0,31.0,19.24,4.0,desktop,android,premium,south,0,0.1099290780141844,0.24113475177304963,0.125,76.96,25.677999999999997,0.6,0.3,7.7033999999999985
1928.0,117.0,29.0,28.0,10.61,10.0,tablet,windows,free,east,0,0.23728813559322035,0.2457627118644068,0.3448275862068966,106.1,3.2169999999999987,0.8,1.0,3.2169999999999987
1929.0,157.0,25.0,31.0,7.58,6.0,mobile,windows,trial,north,0,0.1962025316455696,0.15822784810126583,0.1875,45.480000000000004,2.5759999999999996,1.0,0.8,2.0608
1930.0,696.0,28.0,26.0,13.95,3.0,mobile,linux,free,east,0,0.03730272596843615,0.040172166427546625,0.1111111111111111,41.849999999999994,4.915000000000001,1.0,1.0,4.915000000000001
1931.0,92.0,41.0,30.0,10.58,9.0,mobile,linux,free,north,1,0.3225806451612903,0.44086021505376344,0.2903225806451613,95.22,10.325999999999999,1.0,1.0,10.325999999999999
1932.0,367.0,1.0,19.0,12.6,12.0,mobile,mac,trial,east,0,0.051630434782608696,0.002717391304347826,0.6,151.2,-12.73,1.0,0.8,-10.184000000000001
1933.0,614.0,1.0,27.0,8.34,9.0,desktop,linux,premium,south,0,0.04390243902439024,0.0016260162601626016,0.32142857142857145,75.06,-12.252,0.6,0.3,-3.6756
1934.0,697.0,44.0,39.0,8.54,5.0,mobile,windows,trial,east,0,0.055873925501432664,0.06303724928366762,0.125,42.699999999999996,12.088,1.0,0.8,9.6704
1935.0,132.0,2.0,28.0,8.85,12.0,desktop,linux,free,south,0,0.21052631578947367,0.015037593984962405,0.41379310344827586,106.19999999999999,-13.255,0.6,1.0,-13.255
1936.0,144.0,38.0,31.0,15.19,5.0,mobile,android,free,west,0,0.21379310344827587,0.2620689655172414,0.15625,75.95,8.493000000000002,1.0,1.0,8.493000000000002
1937.0,290.0,69.0,46.0,11.09,1.0,desktop,android,premium,west,0,0.15807560137457044,0.23711340206185566,0.02127659574468085,11.09,26.173000000000002,0.6,0.3,7.8519000000000005
1938.0,418.0,3.0,35.0,7.81,10.0,desktop,ios,free,east,0,0.08353221957040573,0.007159904534606206,0.2777777777777778,78.1,-13.293,0.6,1.0,-13.293
1939.0,701.0,74.0,38.0,12.65,11.0,mobile,mac,trial,north,0,0.05413105413105413,0.10541310541310542,0.28205128205128205,139.15,26.705,1.0,0.8,21.364
1940.0,175.0,74.0,40.0,12.32,4.0,desktop,android,free,east,1,0.22727272727272727,0.42045454545454547,0.0975609756097561,49.28,29.104,0.6,1.0,29.104
1941.0,145.0,68.0,36.0,14.29,6.0,desktop,mac,trial,east,0,0.2465753424657534,0.4657534246575342,0.16216216216216217,85.74,25.113,0.6,0.8,20.090400000000002
1942.0,207.0,75.0,39.0,10.07,1.0,mobile,ios,free,north,1,0.1875,0.3605769230769231,0.025,10.07,31.829,1.0,1.0,31.829
1943.0,642.0,97.0,33.0,11.69,7.0,mobile,android,free,east,1,0.05132192846034215,0.15085536547433903,0.20588235294117646,81.83,43.643,1.0,1.0,43.643
1944.0,51.0,8.0,30.0,13.69,7.0,mobile,android,premium,north,0,0.5769230769230769,0.15384615384615385,0.22580645161290322,95.83,-9.607,1.0,0.3,-2.8821
1945.0,296.0,20.0,32.0,7.96,4.0,tablet,ios,free,north,0,0.10774410774410774,0.06734006734006734,0.12121212121212122,31.84,0.01200000000000001,0.8,1.0,0.01200000000000001
1946.0,113.0,38.0,38.0,15.54,8.0,tablet,linux,free,east,0,0.3333333333333333,0.3333333333333333,0.20512820512820512,124.32,5.4380000000000015,0.8,1.0,5.4380000000000015
1947.0,139.0,82.0,38.0,12.07,10.0,mobile,linux,free,south,1,0.2714285714285714,0.5857142857142857,0.2564102564102564,120.7,32.07899999999999,1.0,1.0,32.07899999999999
1948.0,671.0,104.0,28.0,7.6,7.0,desktop,ios,free,east,1,0.041666666666666664,0.15476190476190477,0.2413793103448276,53.199999999999996,50.32,0.6,1.0,50.32
1949.0,31.0,110.0,35.0,7.57,12.0,desktop,windows,free,south,1,1.09375,3.4375,0.3333333333333333,90.84,50.179,0.6,1.0,50.179
1950.0,255.0,69.0,33.0,11.6,7.0,desktop,ios,trial,south,0,0.12890625,0.26953125,0.20588235294117646,81.2,26.869999999999997,0.6,0.8,21.496
1951.0,670.0,49.0,31.0,9.8,6.0,mobile,ios,free,north,1,0.046199701937406856,0.07302533532041729,0.1875,58.800000000000004,16.309999999999995,1.0,1.0,16.309999999999995
1952.0,455.0,49.0,26.0,15.02,10.0,tablet,windows,free,east,0,0.05701754385964912,0.1074561403508772,0.37037037037037035,150.2,14.393999999999998,0.8,1.0,14.393999999999998
1953.0,80.0,7.0,43.0,10.85,3.0,desktop,windows,free,east,0,0.5308641975308642,0.08641975308641975,0.06818181818181818,32.55,-11.004999999999999,0.6,1.0,-11.004999999999999
1954.0,355.0,55.0,34.0,13.21,12.0,desktop,android,free,north,0,0.09550561797752809,0.1544943820224719,0.34285714285714286,158.52,15.736999999999998,0.6,1.0,15.736999999999998
1955.0,709.0,61.0,46.0,8.61,9.0,mobile,mac,free,north,1,0.0647887323943662,0.08591549295774648,0.19148936170212766,77.49,18.917,1.0,1.0,18.917
1956.0,310.0,24.0,30.0,11.91,6.0,mobile,ios,trial,west,0,0.09646302250803858,0.07717041800643087,0.1935483870967742,71.46000000000001,0.9269999999999983,1.0,0.8,0.7415999999999987
1957.0,400.0,92.0,32.0,17.26,4.0,mobile,ios,premium,west,1,0.0798004987531172,0.22942643391521197,0.12121212121212122,69.04,40.422,1.0,0.3,12.126599999999998
1958.0,402.0,97.0,32.0,11.41,12.0,desktop,mac,free,south,1,0.0794044665012407,0.24069478908188585,0.36363636363636365,136.92000000000002,41.97699999999999,0.6,1.0,41.97699999999999
1959.0,492.0,36.0,43.0,9.79,1.0,desktop,windows,free,west,0,0.0872210953346856,0.07302231237322515,0.022727272727272728,9.79,7.512999999999998,0.6,1.0,7.512999999999998
1960.0,161.0,109.0,29.0,8.54,1.0,tablet,mac,premium,east,1,0.17901234567901234,0.6728395061728395,0.03333333333333333,8.54,55.187999999999995,0.8,0.3,16.556399999999996
1961.0,617.0,12.0,42.0,11.92,9.0,mobile,linux,premium,east,0,0.06796116504854369,0.019417475728155338,0.20930232558139536,107.28,-10.476,1.0,0.3,-3.1428000000000003
1962.0,722.0,109.0,42.0,17.64,7.0,tablet,linux,premium,west,1,0.058091286307053944,0.1507607192254495,0.16279069767441862,123.48,46.80799999999999,0.8,0.3,14.042399999999997
1963.0,129.0,92.0,33.0,6.55,3.0,desktop,android,free,east,1,0.25384615384615383,0.7076923076923077,0.08823529411764706,19.65,43.785,0.6,1.0,43.785
1964.0,602.0,26.0,45.0,11.8,6.0,mobile,linux,premium,east,0,0.07462686567164178,0.04311774461028192,0.13043478260869565,70.80000000000001,-1.5900000000000007,1.0,0.3,-0.4770000000000002
1965.0,601.0,78.0,36.0,5.14,11.0,mobile,android,premium,north,1,0.059800664451827246,0.12956810631229235,0.2972972972972973,56.54,31.857999999999997,1.0,0.3,9.5574
1966.0,549.0,37.0,46.0,10.36,7.0,desktop,linux,free,east,0,0.08363636363636363,0.06727272727272728,0.14893617021276595,72.52,4.792,0.6,1.0,4.792
1967.0,289.0,95.0,30.0,13.05,8.0,desktop,windows,trial,south,0,0.10344827586206896,0.3275862068965517,0.25806451612903225,104.4,42.385,0.6,0.8,33.908
1968.0,358.0,19.0,33.0,5.68,2.0,mobile,android,free,north,0,0.09192200557103064,0.052924791086350974,0.058823529411764705,11.36,0.6460000000000004,1.0,1.0,0.6460000000000004
1969.0,617.0,29.0,41.0,10.22,11.0,desktop,windows,free,east,0,0.06634304207119741,0.04692556634304207,0.2619047619047619,112.42,-0.3160000000000025,0.6,1.0,-0.3160000000000025
1970.0,137.0,36.0,34.0,13.16,2.0,mobile,windows,trial,north,0,0.2463768115942029,0.2608695652173913,0.05714285714285714,26.32,8.351999999999997,1.0,0.8,6.681599999999998
1971.0,610.0,23.0,34.0,12.52,4.0,desktop,windows,free,west,0,0.05564648117839607,0.03764320785597381,0.11428571428571428,50.08,-0.05600000000000094,0.6,1.0,-0.05600000000000094
1972.0,674.0,39.0,26.0,13.36,5.0,tablet,windows,premium,west,0,0.03851851851851852,0.057777777777777775,0.18518518518518517,66.8,10.892,0.8,0.3,3.2676
1973.0,507.0,72.0,37.0,8.1,7.0,mobile,linux,premium,east,1,0.07283464566929133,0.14173228346456693,0.18421052631578946,56.699999999999996,28.719999999999995,1.0,0.3,8.615999999999998
1974.0,268.0,75.0,36.0,13.16,4.0,mobile,ios,premium,west,1,0.13382899628252787,0.2788104089219331,0.10810810810810811,52.64,30.451999999999998,1.0,0.3,9.135599999999998
1975.0,421.0,66.0,38.0,9.6,12.0,desktop,android,free,west,1,0.09004739336492891,0.15639810426540285,0.3076923076923077,115.19999999999999,22.42,0.6,1.0,22.42
1976.0,65.0,22.0,34.0,14.86,6.0,desktop,linux,trial,west,0,0.5151515151515151,0.3333333333333333,0.17142857142857143,89.16,-2.1580000000000004,0.6,0.8,-1.7264000000000004
1977.0,682.0,24.0,32.0,2.76,1.0,mobile,android,premium,north,0,0.04685212298682284,0.03513909224011713,0.030303030303030304,2.76,5.171999999999998,1.0,0.3,1.5515999999999994
1978.0,269.0,110.0,34.0,10.84,7.0,mobile,android,free,west,1,0.1259259259259259,0.4074074074074074,0.2,75.88,51.448,1.0,1.0,51.448
1979.0,69.0,30.0,26.0,12.4,2.0,mobile,android,trial,north,0,0.37142857142857144,0.42857142857142855,0.07407407407407407,24.8,6.98,1.0,0.8,5.5840000000000005
1980.0,586.0,12.0,36.0,17.4,4.0,desktop,android,free,north,0,0.06132879045996593,0.020442930153321975,0.10810810810810811,69.6,-8.620000000000001,0.6,1.0,-8.620000000000001
1981.0,490.0,54.0,37.0,12.35,9.0,desktop,android,trial,west,0,0.07535641547861507,0.109979633401222,0.23684210526315788,111.14999999999999,15.845,0.6,0.8,12.676000000000002
1982.0,465.0,0.0,39.0,12.75,9.0,mobile,linux,trial,west,0,0.08369098712446352,0.0,0.225,114.75,-17.175,1.0,0.8,-13.740000000000002
1983.0,67.0,41.0,40.0,13.5,10.0,mobile,linux,premium,east,0,0.5882352941176471,0.6029411764705882,0.24390243902439024,135.0,6.549999999999997,1.0,0.3,1.964999999999999
1984.0,555.0,102.0,38.0,17.01,6.0,mobile,windows,free,north,1,0.0683453237410072,0.18345323741007194,0.15384615384615385,102.06,44.196999999999996,1.0,1.0,44.196999999999996
1985.0,476.0,32.0,35.0,10.47,12.0,mobile,ios,trial,south,0,0.07337526205450734,0.06708595387840671,0.3333333333333333,125.64000000000001,2.5089999999999986,1.0,0.8,2.0071999999999988
1986.0,585.0,84.0,29.0,6.39,1.0,mobile,windows,free,east,1,0.04948805460750853,0.14334470989761092,0.03333333333333333,6.39,40.833,1.0,1.0,40.833
1987.0,609.0,58.0,43.0,5.62,6.0,desktop,ios,trial,east,0,0.07049180327868852,0.09508196721311475,0.13636363636363635,33.72,19.964,0.6,0.8,15.9712
1988.0,178.0,42.0,36.0,14.66,4.0,desktop,linux,premium,east,0,0.2011173184357542,0.2346368715083799,0.10810810810810811,58.64,10.202,0.6,0.3,3.0606
1989.0,177.0,79.0,46.0,12.89,1.0,mobile,ios,trial,north,1,0.25842696629213485,0.4438202247191011,0.02127659574468085,12.89,31.633000000000003,1.0,0.8,25.306400000000004
1990.0,676.0,71.0,26.0,10.97,8.0,desktop,android,premium,east,1,0.03840472673559823,0.10487444608567208,0.2962962962962963,87.76,29.609000000000005,0.6,0.3,8.882700000000002
1991.0,401.0,38.0,37.0,9.66,1.0,desktop,linux,trial,north,0,0.09203980099502487,0.0945273631840796,0.02631578947368421,9.66,10.252,0.6,0.8,8.201600000000001
1992.0,336.0,26.0,48.0,12.72,9.0,desktop,ios,free,south,0,0.142433234421365,0.0771513353115727,0.1836734693877551,114.48,-3.8160000000000003,0.6,1.0,-3.8160000000000003
1993.0,231.0,110.0,39.0,12.84,12.0,desktop,ios,premium,north,1,0.16810344827586207,0.47413793103448276,0.3,154.07999999999998,47.598,0.6,0.3,14.279399999999999
1994.0,477.0,20.0,29.0,13.92,12.0,mobile,linux,free,west,0,0.060669456066945605,0.04184100418410042,0.4,167.04,-4.226000000000001,1.0,1.0,-4.226000000000001
1995.0,557.0,115.0,31.0,7.57,10.0,desktop,android,trial,south,1,0.05555555555555555,0.2060931899641577,0.3125,75.7,54.979,0.6,0.8,43.983200000000004
1996.0,31.0,56.0,29.0,4.94,4.0,mobile,linux,trial,east,0,0.90625,1.75,0.13333333333333333,19.76,23.268,1.0,0.8,18.6144
1997.0,416.0,119.0,24.0,8.35,10.0,tablet,linux,premium,north,1,0.05755395683453238,0.2853717026378897,0.4,83.5,58.89499999999999,0.8,0.3,17.668499999999995
1998.0,725.0,42.0,38.0,6.6,8.0,mobile,android,free,west,1,0.05234159779614325,0.05785123966942149,0.20512820512820512,52.8,10.52,1.0,1.0,10.52
1999.0,226.0,67.0,43.0,6.39,7.0,desktop,ios,free,south,1,0.1894273127753304,0.29515418502202645,0.1590909090909091,44.73,24.732999999999993,0.6,1.0,24.732999999999993
2000.0,226.0,73.0,39.0,18.28,7.0,mobile,ios,free,south,1,0.17180616740088106,0.32158590308370044,0.175,127.96000000000001,25.765999999999995,1.0,1.0,25.765999999999995
2001.0,644.0,40.0,33.0,2.93,2.0,mobile,linux,premium,south,1,0.05116279069767442,0.06201550387596899,0.058823529411764705,5.86,14.071,1.0,0.3,4.221299999999999
2002.0,73.0,26.0,22.0,13.88,12.0,mobile,ios,free,south,0,0.2972972972972973,0.35135135135135137,0.5217391304347826,166.56,1.1359999999999992,1.0,1.0,1.1359999999999992
2003.0,308.0,62.0,31.0,15.63,12.0,desktop,ios,free,south,0,0.10032362459546926,0.20064724919093851,0.375,187.56,19.960999999999995,0.6,1.0,19.960999999999995
2004.0,350.0,79.0,46.0,15.95,11.0,mobile,linux,free,west,0,0.13105413105413105,0.22507122507122507,0.23404255319148937,175.45,26.714999999999996,1.0,1.0,26.714999999999996
2005.0,588.0,31.0,36.0,13.11,8.0,mobile,windows,trial,north,0,0.06112054329371817,0.05263157894736842,0.21621621621621623,104.88,2.466999999999998,1.0,0.8,1.9735999999999985
2006.0,120.0,92.0,46.0,17.28,2.0,mobile,windows,free,west,1,0.38016528925619836,0.7603305785123967,0.0425531914893617,34.56,37.716,1.0,1.0,37.716
2007.0,333.0,76.0,29.0,19.13,9.0,mobile,mac,free,south,0,0.08682634730538923,0.2275449101796407,0.3,172.17,29.011000000000003,1.0,1.0,29.011000000000003
2008.0,136.0,19.0,34.0,10.79,14.0,mobile,ios,trial,north,0,0.24817518248175183,0.1386861313868613,0.4,151.06,-5.936999999999999,1.0,0.8,-4.7496
2009.0,581.0,112.0,28.0,13.79,2.0,mobile,android,trial,west,1,0.048109965635738834,0.19243986254295534,0.06896551724137931,27.58,55.263000000000005,1.0,0.8,44.21040000000001
